判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度
0,0.4778259533457945,13,1.0,3,0.0
0,0.4566111016209469,13,1.0,3,0.0
0,0.4407437606831434,13,1.0,3,0.0
0,0.3066507709306637,13,1.0,3,0.0
0,0.3038122258736424,13,1.0,3,0.0
0,0.29050099476945423,13,1.0,3,0.0
0,0.28084268777779986,13,1.0,3,0.0
0,0.2614469011653537,13,1.0,3,0.0
0,0.2500068226799537,13,1.0,3,0.0
0,0.2435990667227289,13,1.0,3,0.0
0,0.2374441157351125,13,1.0,3,0.0
0,0.23337846424501585,13,1.0,3,0.0
0,0.13043534815242885,13,1.0,3,0.0
0,0.4164198177268594,3,2.0,0,0.0
0,0.37329511446784186,3,2.0,0,0.0
0,0.3460421857918355,3,2.0,0,0.0
0,0.5802995631092321,3,2.0,0,0.0
0,0.35200393943432823,3,2.0,0,0.0
0,0.2833770222091801,3,2.0,0,0.0
0,0.38890859999022,1,1.5,0,0.0
0,0.2282429235202964,1,1.5,0,0.0
0,0.42861467081570587,4,3.5,1,0.0
0,0.4283184414656441,4,3.5,1,0.0
0,0.4243536668421742,4,3.5,1,0.0
0,0.31043325584193504,4,3.5,1,0.0
0,0.42861467081570587,4,4.7,0,0.0
0,0.4283184414656441,4,4.7,0,0.0
0,0.4243536668421742,4,4.7,0,0.0
0,0.31043325584193504,4,4.7,0,0.0
0,0.2282429235202964,1,0.6,0,0.0
0,0.4453250355710837,3,2.0,0,0.0
0,0.39890871133926,3,2.0,0,0.0
0,0.2787988177418025,3,2.0,0,0.0
0,0.6433904412057013,2,2.0,0,0.0
0,0.32150547500805643,2,2.0,0,0.0
0,0.4262630026535185,1,2.5,0,0.0
0,0.2980163173808827,1,2.0,1,0.0
0,0.3837369886378156,1,2.0,0,0.0
0,0.3274292414451091,3,1.5,1,0.0
0,0.20334145483848035,3,1.5,1,0.0
0,0.1934031622206524,3,1.5,1,0.0
0,0.5585919948972397,2,2.0,1,0.0
0,0.3494728720755914,2,2.0,1,0.0
0,0.579026706156607,1,2.0,0,0.0
0,0.4295095474843318,1,1.0,0,0.0
0,0.4629451638252821,2,2.0,0,0.5
0,0.3783215503341532,2,2.0,0,0.5
0,0.3830984244317686,4,2.0,0,0.0
0,0.2322121235469531,4,2.0,0,0.0
0,0.1821872642391276,4,2.0,0,0.0
0,0.15928935515267564,4,2.0,0,0.0
0,0.29091371549246897,1,3.0,0,0.0
0,0.3778428826602495,2,2.0,1,0.0
0,0.18173805139516105,2,2.0,1,0.0
0,0.3290218034945666,1,1.0,0,0.0
0,0.38890859999022,1,1.0,0,0.0
0,0.27140625335648105,2,2.0,0,0.0
0,0.21854429971812364,2,2.0,0,0.0
0,0.4262630026535185,1,2.5,0,0.0
0,0.4930153508535785,3,1.0,0,0.0
0,0.3515585698624782,3,1.0,0,0.0
0,0.16909560129395554,3,1.0,0,0.0
0,0.4148885408733919,1,2.0,0,0.0
0,0.4550012486115284,3,1.0,6,0.0
0,0.4546867826510026,3,1.0,6,0.0
0,0.3295442938287933,3,1.0,6,0.0
0,0.3344247284525142,1,1.6,0,0.0
0,0.2282429235202964,1,1.0,0,0.0
0,0.37527311208072295,15,1.0,0,0.0
0,0.3712285424612107,15,1.0,0,0.0
0,0.3611432818258359,15,1.0,0,0.0
0,0.3501747268299163,15,1.0,0,0.0
0,0.30028900678488296,15,1.0,0,0.0
0,0.28683902471192274,15,1.0,0,0.0
0,0.26640845500920096,15,1.0,0,0.0
0,0.2551564165340503,15,1.0,0,0.0
0,0.24273280218976676,15,1.0,0,0.0
0,0.2309935795587474,15,1.0,0,0.0
0,0.2080123061839016,15,1.0,0,0.0
0,0.19909139172586526,15,1.0,0,0.0
0,0.18128160972251206,15,1.0,0,0.0
0,0.17367135158833746,15,1.0,0,0.0
0,0.16154570264098336,15,1.0,0,0.0
0,0.5539672209719944,1,2.5,0,0.0
0,0.38890859999022,1,2.0,1,0.0
0,0.4057610321547369,4,2.3,1,0.3333333333333333
0,0.39227066659880777,4,2.3,1,0.3333333333333333
0,0.38894334103166855,4,2.3,1,0.3333333333333333
0,0.2557369676435479,4,2.3,1,0.3333333333333333
0,0.4872654826426345,1,1.5,22,0.0
0,0.5107370118650769,1,2.0,0,0.0
0,0.6527998426649659,5,1.0,15,0.0
0,0.4567955864508921,5,1.0,15,0.0
0,0.4070552669527415,5,1.0,15,0.0
0,0.3394533844092522,5,1.0,15,0.0
0,0.29481840084302874,5,1.0,15,0.0
0,0.3837369886378156,1,2.0,0,0.0
0,0.2980163173808827,1,2.0,0,0.0
0,0.6133592250693843,1,6.7,0,0.0
0,0.5585919948972397,2,4.7,1,0.0
0,0.3778428826602495,2,4.7,1,0.0
0,0.5291549600409159,1,2.5,0,0.0
0,0.3783931251459928,2,1.0,6,0.0
0,0.3494728720755914,2,1.0,6,0.0
0,0.3651793500903566,4,2.5,0,0.0
0,0.3492002720914982,4,2.5,0,0.0
0,0.3259743967826926,4,2.5,0,0.0
0,0.2817923896451085,4,2.5,0,0.0
0,0.3876606928597232,3,2.5,0,0.0
0,0.370697903351597,3,2.5,0,0.0
0,0.3460421857918355,3,2.5,0,0.0
0,0.3651793500903566,4,2.0,3,0.0
0,0.3492002720914982,4,2.0,3,0.0
0,0.3259743967826926,4,2.0,3,0.0
0,0.2817923896451085,4,2.0,3,0.0
0,0.5370958812974478,1,1.5,11,0.0
0,0.3876606928597232,3,2.0,0,0.0
0,0.370697903351597,3,2.0,0,0.0
0,0.29914022516714195,3,2.0,0,0.0
0,0.3876606928597232,3,2.0,0,0.0
0,0.370697903351597,3,2.0,0,0.0
0,0.29914022516714195,3,2.0,0,0.0
0,0.4070552669527415,5,2.0,0,0.0
0,0.4067739379983706,5,2.0,0,0.0
0,0.33395895711397305,5,2.0,0,0.0
0,0.3095778192790587,5,2.0,0,0.0
0,0.3028485716445884,5,2.0,0,0.0
0,0.5396337137791798,2,1.5,0,0.0
0,0.20060228113439468,2,1.5,0,0.0
0,0.4477886730103872,1,2.0,0,0.0
0,0.6054550231734607,6,2.0,0,0.0
0,0.3849615889817296,6,2.0,0,0.0
0,0.31900404415935874,6,2.0,0,0.0
0,0.3086652735267155,6,2.0,0,0.0
0,0.2957147105305857,6,2.0,0,0.0
0,0.2892868032568987,6,2.0,0,0.0
0,0.428733162356621,2,1.5,0,0.0
0,0.3519095225107841,2,1.5,0,0.0
0,0.5473885160986186,3,2.0,0,0.0
0,0.4394513255469292,3,2.0,0,0.0
0,0.35200393943432823,3,2.0,0,0.0
0,0.5222310809326971,10,1.8,0,0.5
0,0.3351483159309954,10,1.8,0,0.5
0,0.33204598035666205,10,1.8,0,0.5
0,0.29403446046104625,10,1.8,0,0.5
0,0.2751547520905037,10,1.8,0,0.5
0,0.2662371163350008,10,1.8,0,0.5
0,0.25506669697551315,10,1.8,0,0.5
0,0.2495223496083414,10,1.8,0,0.5
0,0.20550180435184812,10,1.8,0,0.5
0,0.1861362690788235,10,1.8,0,0.5
0,0.4311602929851093,14,1.0,32,0.0
0,0.4086227356513871,14,1.0,32,0.0
0,0.4042186935210862,14,1.0,32,0.0
0,0.3851123957332619,14,1.0,32,0.0
0,0.3660581570529522,14,1.0,32,0.0
0,0.3459084565345289,14,1.0,32,0.0
0,0.30871457330163105,14,1.0,32,0.0
0,0.2490970121894616,14,1.0,32,0.0
0,0.2389286541482324,14,1.0,32,0.0
0,0.2307952437216068,14,1.0,32,0.0
0,0.18603463124638014,14,1.0,32,0.0
0,0.16183021523732946,14,1.0,32,0.0
0,0.13349195454547227,14,1.0,32,0.0
0,0.11100983977764046,14,1.0,32,0.0
0,0.4786198078652358,2,1.0,0,0.0
0,0.428733162356621,2,1.0,0,0.0
0,0.4707075110538352,1,1.5,0,0.0
0,0.239971506113508,1,1.0,0,0.0
0,0.4148885408733919,1,2.0,0,0.0
0,0.27140625335648105,2,2.5,0,0.0
0,0.21854429971812364,2,2.5,0,0.0
0,0.3778428826602495,2,1.5,0,0.0
0,0.18173805139516105,2,1.5,0,0.0
0,0.7071067811865476,3,2.5,0,0.0
0,0.6567643836116954,3,2.5,0,0.0
0,0.4702490923796538,3,2.5,0,0.0
0,0.6133592250693843,1,3.0,1,0.0
0,0.35302752421789185,1,3.0,0,0.0
0,0.7071067811865476,3,3.0,0,0.0
0,0.4702490923796538,3,3.0,0,0.0
0,0.35200393943432823,3,3.0,0,0.0
0,0.4295095474843318,1,6.7,0,0.0
0,0.27140625335648105,2,2.0,0,0.0
0,0.21854429971812364,2,2.0,0,0.0
0,0.2980163173808827,1,3.0,0,0.0
0,0.239971506113508,1,2.0,1,0.0
0,0.5816831714592727,3,1.0,5,0.0
0,0.5496297796009558,3,1.0,5,0.0
0,0.20334145483848035,3,1.0,5,0.0
0,0.5396337137791798,2,1.5,0,0.0
0,0.20060228113439468,2,1.5,0,0.0
0,0.415492731960516,1,6.0,0,0.0
0,0.4261323872645159,1,3.5,0,0.0
0,0.415492731960516,1,3.0,0,0.0
0,0.415492731960516,1,3.3,0,0.25
0,0.4152611767484152,12,2.5,4,0.0
0,0.3629827923147592,12,2.5,4,0.0
0,0.36053002075781704,12,2.5,4,0.0
0,0.36053002075781704,12,2.5,4,0.0
0,0.31103510134060874,12,2.5,4,0.0
0,0.3002091074258674,12,2.5,4,0.0
0,0.2987970308352958,12,2.5,4,0.0
0,0.2441787165607227,12,2.5,4,0.0
0,0.2271316965060099,12,2.5,4,0.0
0,0.21355882157592332,12,2.5,4,0.0
0,0.20750812155790024,12,2.5,4,0.0
0,0.1883212596176204,12,2.5,4,0.0
0,0.5759082463036611,8,1.5,0,0.0
0,0.5157847389851434,8,1.5,0,0.0
0,0.3399616582883554,8,1.5,0,0.0
0,0.2946227997601042,8,1.5,0,0.0
0,0.292572953456257,8,1.5,0,0.0
0,0.27787132157734296,8,1.5,0,0.0
0,0.2731134527662819,8,1.5,0,0.0
0,0.2671768257164194,8,1.5,0,0.0
0,0.6535133171533234,3,1.8,0,0.5
0,0.4453250355710837,3,1.8,0,0.5
0,0.3295442938287933,3,1.8,0,0.5
0,0.6460729794296454,5,1.0,32,0.0
0,0.5050463232266539,5,1.0,32,0.0
0,0.4199437353931673,5,1.0,32,0.0
0,0.4011344030997069,5,1.0,32,0.0
0,0.24287334690554524,5,1.0,32,0.0
0,0.2649378472485251,2,1.0,1,0.0
0,0.18173805139516105,2,1.0,1,0.0
0,0.27140625335648105,2,3.0,0,0.0
0,0.21854429971812364,2,3.0,0,0.0
0,0.5106003510317471,3,3.0,0,0.0
0,0.4307406835070533,3,3.0,0,0.0
0,0.4164198177268594,3,3.0,0,0.0
0,0.5106003510317471,3,2.5,3,0.0
0,0.4307406835070533,3,2.5,3,0.0
0,0.4164198177268594,3,2.5,3,0.0
0,0.44054071962265823,1,2.0,0,0.0
0,0.4437572418726167,2,2.8,0,0.5
0,0.2917780546270549,2,2.8,0,0.5
0,0.2787988177418025,3,2.0,2,0.0
0,0.2714807670313568,3,2.0,2,0.0
0,0.2082230922028288,3,2.0,2,0.0
0,0.2787988177418025,3,2.2,3,0.0
0,0.2714807670313568,3,2.2,3,0.0
0,0.2082230922028288,3,2.2,3,0.0
0,0.4286777419593433,2,2.0,0,0.5
0,0.2237909132043741,2,2.0,0,0.5
0,0.415492731960516,1,3.2,4,0.0
0,0.5662987080930391,2,3.2,0,0.0
0,0.5623922292137598,2,3.2,0,0.0
0,0.5809607413786467,10,2.2,2,0.0
0,0.5809607413786467,10,2.2,2,0.0
0,0.38837988220612585,10,2.2,2,0.0
0,0.3857007346373732,10,2.2,2,0.0
0,0.3043382986109281,10,2.2,2,0.0
0,0.29403446046104625,10,2.2,2,0.0
0,0.29399645195589,10,2.2,2,0.0
0,0.20550180435184812,10,2.2,2,0.0
0,0.20010769028237,10,2.2,2,0.0
0,0.15348064063539493,10,2.2,2,0.0
0,0.5925421766307294,1,1.2,0,0.0
0,0.4235509257414269,2,4.0,0,0.0
0,0.4235509257414269,2,4.0,0,0.0
0,0.24573252455194294,1,4.0,0,0.0
0,0.4477886730103872,1,2.0,1,0.0
0,0.27140625335648105,2,4.2,0,0.0
0,0.21854429971812364,2,4.2,0,0.0
0,0.6186770936216601,4,3.0,0,0.0
0,0.4621886623647488,4,3.0,0,0.0
0,0.29316884067668897,4,3.0,0,0.0
0,0.2669433313898939,4,3.0,0,0.0
0,0.3344247284525142,1,2.0,9,0.0
0,0.35302752421789185,1,5.7,0,0.0
0,0.2980163173808827,1,5.7,0,0.0
0,0.5107370118650769,1,4.7,0,0.0
0,0.5466466454225452,4,4.7,1,0.0
0,0.40767870259553,4,4.7,1,0.0
0,0.4057611273515747,4,4.7,1,0.0
0,0.34284160145625553,4,4.7,1,0.0
0,0.3890095997433371,9,4.2,0,0.0
0,0.343204303734087,9,4.2,0,0.0
0,0.3281671478401156,9,4.2,0,0.0
0,0.3172565516098657,9,4.2,0,0.0
0,0.29534592105325314,9,4.2,0,0.0
0,0.2844012597559877,9,4.2,0,0.0
0,0.282422530100323,9,4.2,0,0.0
0,0.2636381504971228,9,4.2,0,0.0
0,0.2579074867024092,9,4.2,0,0.0
0,0.3672798620724483,1,7.7,0,0.0
0,0.3837369886378156,1,5.7,1,0.0
0,0.6922964154788211,1,6.7,0,0.0
0,0.4154141395862509,1,7.7,0,0.0
0,0.343204303734087,9,4.5,0,0.5
0,0.3281671478401156,9,4.5,0,0.5
0,0.3172565516098657,9,4.5,0,0.5
0,0.29534592105325314,9,4.5,0,0.5
0,0.2844012597559877,9,4.5,0,0.5
0,0.282422530100323,9,4.5,0,0.5
0,0.2636381504971228,9,4.5,0,0.5
0,0.2579074867024092,9,4.5,0,0.5
0,0.19239133255050886,9,4.5,0,0.5
0,0.4152611767484152,12,3.7,34,0.0
0,0.39314694998603184,12,3.7,34,0.0
0,0.3403495078538307,12,3.7,34,0.0
0,0.32620322382082584,12,3.7,34,0.0
0,0.3256196458993348,12,3.7,34,0.0
0,0.3128495866769063,12,3.7,34,0.0
0,0.31103510134060874,12,3.7,34,0.0
0,0.2504788583047312,12,3.7,34,0.0
0,0.2441787165607227,12,3.7,34,0.0
0,0.2271316965060099,12,3.7,34,0.0
0,0.2158855869200123,12,3.7,34,0.0
0,0.20750812155790024,12,3.7,34,0.0
0,0.3633214039519043,1,3.5,0,0.0
0,0.3864125408053144,1,3.5,0,0.0
0,0.4707075110538352,1,3.2,0,1.0
0,0.3344247284525142,1,0.8,0,1.0
0,0.4707075110538352,1,0.0,0,0.0
