単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度,Scored Labels,Scored Probabilities
別途提示,0,0.207757464095876,1,8,0,"",0,0.491461604833603
判断,0,0.168508279893202,1,4,0,"",0,0.338135033845901
判定方法,0,0.432862504398673,1,8,0,"",0,0.491461604833603
判定,0,0.380733105346466,2,4,2,"",0,0.376690685749054
判定,0,0.154541244360354,2,4,2,"",0,0.376690685749054
初期設置,0,0.568034644866049,2,8,0,"",1,0.501918852329254
初期設置,0,0.337449792968934,2,8,0,"",1,0.501918852329254
初期位置,0,0.307640776088398,1,8,0,"",0,0.491461604833603
分断部分,0,0.255475000570577,2,8,0,"",1,0.501918852329254
分断部分,0,0.244006817159855,2,8,0,"",1,0.501918852329254
分断,0,0.255475000570577,2,4,2,"",0,0.376690685749054
分断,0,0.244006817159855,2,4,2,"",0,0.376690685749054
出来,0,0.268187073696906,1,4,0,"",0,0.338135033845901
再現,0,0.455819465253064,1,4,0,"",0,0.338135033845901
円柱,0,0.298590394721212,2,4,0,"",0,0.347559571266174
円柱,0,0.288142693403205,2,4,0,"",0,0.347559571266174
内側,0,0.237232916056441,2,4,0,"",0,0.347559571266174
内側,0,0.154439356129262,2,4,0,"",0,0.347559571266174
公開,0,0.332063514503818,1,4,0,"",0,0.338135033845901
全景,0,0.38830940322651,1,4,0,"",0,0.338135033845901
全カラーブロック,0,0.207757464095876,1,10.4,0,"",1,0.586209714412689
使用,0,0.43770500770406,1,4,0,"",0,0.338135033845901
位置,0,0.313725922539082,2,4,2,"",0,0.376690685749054
位置,0,0.245958027206435,2,4,2,"",0,0.376690685749054
伴い,0,0.168508279893202,1,3.1,0,"",0,0.306816577911377
仮想的,0,0.255475000570577,2,6,0,"",0,0.422857463359833
仮想的,0,0.244006817159855,2,6,0,"",0,0.422857463359833
以下,0,0.352066728358776,10,4,2,"",0,0.457860440015793
以下,0,0.31545194481732,10,4,2,"",0,0.457860440015793
以下,0,0.30512190584303,10,4,2,"",0,0.457860440015793
以下,0,0.291361628203467,10,4,2,"",0,0.457860440015793
以下,0,0.289314887139509,10,4,2,"",0,0.457860440015793
以下,0,0.283190034224895,10,4,2,"",0,0.457860440015793
以下,0,0.277587580693209,10,4,2,"",0,0.457860440015793
以下,0,0.2397217363541,10,4,2,"",0,0.457860440015793
以下,0,0.200431190663929,10,4,2,"",0,0.457860440015793
以下,0,0.18089264088175,10,4,2,"",0,0.457860440015793
交点サークル,0,0.619639576531693,6,8.8,0,"",1,0.575052797794342
交点サークル,0,0.577837060875705,6,8.8,0,"",1,0.575052797794342
交点サークル,0,0.323351560037239,6,8.8,0,"",1,0.575052797794342
交点サークル,0,0.242198292030984,6,8.8,0,"",1,0.575052797794342
交点サークル,0,0.227736938970201,6,8.8,0,"",1,0.575052797794342
交点サークル,0,0.199506129982275,6,8.8,0,"",1,0.575052797794342
事態,0,0.168508279893202,1,4,0,"",0,0.338135033845901
中間ゲート2,0,0.204909681527783,1,8.6,1,"",1,0.5310959815979
中間ゲート1,0,0.319555722706483,2,8.6,0,"",1,0.525800704956055
中間ゲート1,0,0.187925466836749,2,8.6,0,"",1,0.525800704956055
中間ゲート,0,0.326218441657734,2,7.6,4,"",1,0.548908114433289
中間ゲート,0,0.267930912024252,2,7.6,4,"",1,0.548908114433289
中心軸,0,0.325576217632757,1,6,0,"",0,0.412682622671127
中心,0,0.325576217632757,1,4,1,"",0,0.35239377617836
中央,0,0.314790411464961,1,4,0,"",0,0.338135033845901
両者,0,0.5650143202727,1,4,0,"",0,0.338135033845901
上限,0,0.448253991993308,1,4,1,"",0,0.35239377617836
上記,0,0.399767482103268,3,4,0,"",0,0.357105046510696
上記,0,0.27944364865906,3,4,0,"",0,0.357105046510696
上記,0,0.0833371363127104,3,4,0,"",0,0.357105046510696
一部,0,0.519015295011268,2,4,0,"",0,0.347559571266174
一部,0,0.233261170895678,2,4,0,"",0,0.347559571266174
一覧,0,0.497714323804447,1,4,0,"",0,0.338135033845901
一致,0,0.458310015177214,1,4,0,"",0,0.338135033845901
一方,0,0.350101025673217,1,4,2,"",0,0.366920471191406
リザルトタイム確定,0,0.35631905782719,3,12.4,0,"",1,0.679333984851837
リザルトタイム確定,0,0.277090083171287,3,12.4,0,"",1,0.679333984851837
リザルトタイム確定,0,0.268750403297157,3,12.4,0,"",1,0.679333984851837
リザルトタイム,0,0.503249100741419,6,8.4,3,"",1,0.60539573431015
リザルトタイム,0,0.395925193308094,6,8.4,3,"",1,0.60539573431015
リザルトタイム,0,0.375100615218317,6,8.4,3,"",1,0.60539573431015
リザルトタイム,0,0.348393772139338,6,8.4,3,"",1,0.60539573431015
リザルトタイム,0,0.239212220479472,6,8.4,3,"",1,0.60539573431015
リザルトタイム,0,0.12535441894361,6,8.4,3,"",1,0.60539573431015
リクエスト,0,0.268187073696906,1,6,0,"",0,0.412682622671127
マイナス,0,0.432961359568964,1,4.8,0,"",0,0.36722868680954
ボーナスブロック,0,0.767514904320754,1,9.6,0,"",1,0.554983377456665
ボーナスタイム獲得,0,0.415142772700419,1,12.4,0,"",1,0.660841822624207
ボーナスタイム,0,0.407523328124859,4,8.4,1,"",1,0.554326891899109
ボーナスタイム,0,0.404487059875891,4,8.4,1,"",1,0.554326891899109
ボーナスタイム,0,0.355718136271142,4,8.4,1,"",1,0.554326891899109
ボーナスタイム,0,0.248793808998867,4,8.4,1,"",1,0.554326891899109
ボーナスサークル,0,0.518182348022919,2,9.6,0,"",1,0.565289855003357
ボーナスサークル,0,0.287164476226435,2,9.6,0,"",1,0.565289855003357
ボーナス,0,0.603945753599809,1,4.8,8,"",0,0.49013540148735
ブロック搬入,0,0.603945753599809,1,8.8,0,"",1,0.52331680059433
ブロックサークル内,0,0.322834108613149,1,11.6,0,"",1,0.631709158420563
ブロックサークル,0,0.511409757001157,6,9.6,1,"",1,0.620829701423645
ブロックサークル,0,0.50108709373316,6,9.6,1,"",1,0.620829701423645
ブロックサークル,0,0.280559554702511,6,9.6,1,"",1,0.620829701423645
ブロックサークル,0,0.260442458214177,6,9.6,1,"",1,0.620829701423645
ブロックサークル,0,0.199506129982275,6,9.6,1,"",1,0.620829701423645
ブロックサークル,0,0.154552145505505,6,9.6,1,"",1,0.620829701423645
ブロック,0,0.43876074162059,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.4212275638665,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.351895806383985,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.348522673394452,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.309506758941266,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.233311079685364,7,4.8,31,"",1,0.840564072132111
ブロック,0,0.220458368078314,7,4.8,31,"",1,0.840564072132111
フルビンゴ,0,0.341682491418391,1,6,0,"",0,0.412682622671127
ビンゴ,0,0.313361678330646,2,3.6,4,"",0,0.391455233097076
ビンゴ,0,0.27164779760764,2,3.6,4,"",0,0.391455233097076
ナンバー黒ブロック,0,0.329939644335885,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.311486513623241,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.31019347479023,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.297762033193577,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.21061378193325,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.185367877736703,7,11.6,0,"",1,0.687949597835541
ナンバー黒ブロック,0,0.164214704085396,7,11.6,0,"",1,0.687949597835541
トリプルビンゴ,0,0.341682491418391,1,8.4,0,"",1,0.507396697998047
ダブルビンゴ,0,0.341682491418391,1,7.2,0,"",0,0.459675580263138
ターン毎,0,0.307640776088398,1,5.6,0,"",0,0.397322833538055
ターン,0,0.488489165090354,3,3.6,1,"",0,0.356952786445618
ターン,0,0.401969914982947,3,3.6,1,"",0,0.356952786445618
ターン,0,0.347212168312842,3,3.6,1,"",0,0.356952786445618
タイム,0,0.462436955351768,2,3.6,19,"",1,0.623642921447754
タイム,0,0.397074774664753,2,3.6,19,"",1,0.623642921447754
タイミング,0,0.3679476271779,1,6,0,"",0,0.412682622671127
スポンサー看板,0,0.349986284923357,1,10,0,"",1,0.57066684961319
スタート準備走行,0,0.484185524222704,1,12.8,0,"",1,0.674979507923126
スタート準備,0,0.307640776088398,1,8.8,1,"",1,0.539024829864502
スタート成立後,0,0.623272392287628,1,10.8,0,"",1,0.601582765579224
スタート後,0,0.292145810668818,1,6.8,0,"",0,0.443888694047928
スタート位置,0,0.505432233008926,1,8.8,0,"",1,0.52331680059433
スタートライン手前,0,0.430551021781083,1,12.4,0,"",1,0.660841822624207
スタートライン,0,0.49958366068952,4,8.4,1,"",1,0.554326891899109
スタートライン,0,0.410759321398618,4,8.4,1,"",1,0.554326891899109
スタートライン,0,0.226386091869389,4,8.4,1,"",1,0.554326891899109
スタートライン,0,0.216223699394994,4,8.4,1,"",1,0.554326891899109
スタートエリア,0,0.420993508873769,6,8.4,0,"",1,0.559405863285065
スタートエリア,0,0.37599436611875,6,8.4,0,"",1,0.559405863285065
スタートエリア,0,0.320289740036226,6,8.4,0,"",1,0.559405863285065
スタートエリア,0,0.316954576137487,6,8.4,0,"",1,0.559405863285065
スタートエリア,0,0.302067499761601,6,8.4,0,"",1,0.559405863285065
スタートエリア,0,0.296338755300443,6,8.4,0,"",1,0.559405863285065
スタート,0,0.502920671823725,1,4.8,16,"",1,0.614246428012848
シングルビンゴ,0,0.341682491418391,1,8.4,0,"",1,0.507396697998047
サンプル,0,0.370887160150767,1,4.8,0,"",0,0.36722868680954
ゴールゲート,0,0.436607163779889,3,7.2,1,"",0,0.496274709701538
ゴールゲート,0,0.305300080673472,3,7.2,1,"",0,0.496274709701538
ゴールゲート,0,0.175874974738722,3,7.2,1,"",0,0.496274709701538
ゴール,0,0.383842020764292,3,3.6,4,"",0,0.401464462280273
ゴール,0,0.320916204091136,3,3.6,4,"",0,0.401464462280273
ゴール,0,0.217144169623533,3,3.6,4,"",0,0.401464462280273
コース画像,0,0.370887160150767,1,7.6,0,"",0,0.475543797016144
コース外,0,0.168508279893202,1,5.6,0,"",0,0.397322833538055
コース上,0,0.474847495282927,4,5.6,0,"",0,0.427725970745087
コース上,0,0.401614785048854,4,5.6,0,"",0,0.427725970745087
コース上,0,0.315574861564491,4,5.6,0,"",0,0.427725970745087
コース上,0,0.284430076883131,4,5.6,0,"",0,0.427725970745087
コース,0,0.384095945574515,5,3.6,19,"",1,0.652611196041107
コース,0,0.244094311993795,5,3.6,19,"",1,0.652611196041107
コース,0,0.216047616948584,5,3.6,19,"",1,0.652611196041107
コース,0,0.216003810963553,5,3.6,19,"",1,0.652611196041107
コース,0,0.214305947068734,5,3.6,19,"",1,0.652611196041107
ゲーム,0,0.306136474305503,1,3.6,0,"",0,0.32401916384697
ゲートライン,0,0.578149078678363,4,7.2,0,"",0,0.490963101387024
ゲートライン,0,0.283170451263131,4,7.2,0,"",0,0.490963101387024
ゲートライン,0,0.237423747641464,4,7.2,0,"",0,0.490963101387024
ゲートライン,0,0.206701574502441,4,7.2,0,"",0,0.490963101387024
ガレージ方向,0,0.342079655070583,1,8.8,0,"",1,0.52331680059433
ガレージ,0,0.168508279893202,1,4.8,1,"",0,0.382006168365479
カラーブロック全体,0,0.168397183268908,1,12.4,0,"",1,0.660841822624207
カラーブロック,0,0.506122139376208,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.469831420553571,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.338980531463651,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.289805168199309,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.216619770766448,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.197207203833119,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.186952808961205,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.186302279890227,9,8.4,2,"",1,0.620203852653503
カラーブロック,0,0.13940402530823,9,8.4,2,"",1,0.620203852653503
カラーサークル,0,0.296198618699508,1,8.4,0,"",1,0.507396697998047
オレンジ範囲,0,0.207757464095876,1,8.8,0,"",1,0.52331680059433
エリア,0,0.423292819825045,2,3.6,6,"",0,0.421886444091797
エリア,0,0.320977200736917,2,3.6,6,"",0,0.421886444091797
アドバンストクラス,0,0.45646060232447,2,10.8,0,"",1,0.611565351486206
アドバンストクラス,0,0.454283243786671,2,10.8,0,"",1,0.611565351486206
アクティビティ,0,0.508161899012289,1,8.4,0,"",1,0.507396697998047
よう設計,0,0.314790411464961,1,6.2,0,"",0,0.42042875289917
よう,0,0.265254896624521,5,2.2,1,"",0,0.325620472431183
よう,0,0.252457825747515,5,2.2,1,"",0,0.325620472431183
よう,0,0.238550352379121,5,2.2,1,"",0,0.325620472431183
よう,0,0.216003810963553,5,2.2,1,"",0,0.325620472431183
よう,0,0.206307475447309,5,2.2,1,"",0,0.325620472431183
もの,0,0.373895361037637,1,2.2,0,"",0,0.277184069156647
もっ,0,0.502920671823725,1,2.2,0,"",0,0.277184069156647
もう一方,0,0.460417488937252,1,6.2,0,"",0,0.42042875289917
また最大値,0,0.716342213609283,1,8.2,0,"",0,0.499428987503052
ほぼ左右対称,0,0.314790411464961,1,10.2,0,"",1,0.578457713127136
はみ出さ,0,0.56592254684244,1,5.3,0,"",0,0.385932624340057
なる,0,0.351863024622788,4,2.2,4,"",0,0.358784168958664
なる,0,0.328759158486244,4,2.2,4,"",0,0.358784168958664
なる,0,0.299027065903723,4,2.2,4,"",0,0.358784168958664
なる,0,0.255826770339469,4,2.2,4,"",0,0.358784168958664
なら,0,0.426067711687393,1,2.2,0,"",0,0.277184069156647
なっ,0,0.255526811388178,2,2.2,0,"",0,0.285642921924591
なっ,0,0.253466879613994,2,2.2,0,"",0,0.285642921924591
なお走行タイム,0,0.448253991993308,1,9.8,0,"",1,0.56284087896347
なお置かれ,0,0.255526811388178,2,6.4,0,"",0,0.438486158847809
なお置かれ,0,0.253466879613994,2,6.4,0,"",0,0.438486158847809
なお本節,0,0.370887160150767,1,6.2,0,"",0,0.42042875289917
なおこれ,0,0.502920671823725,1,4.4,0,"",0,0.352545171976089
どちら,0,0.350101025673217,1,3.3,0,"",0,0.313636749982834
とき,0,0.378521356682458,4,2.2,0,"",0,0.303016275167465
とき,0,0.363442273210967,4,2.2,0,"",0,0.303016275167465
とき,0,0.264592278617098,4,2.2,0,"",0,0.303016275167465
とき,0,0.240717420992162,4,2.2,0,"",0,0.303016275167465
できる,0,0.252991892162454,1,3.3,0,"",0,0.313636749982834
つながっ,0,0.255475000570577,2,4.4,0,"",0,0.362151563167572
つながっ,0,0.244006817159855,2,4.4,0,"",0,0.362151563167572
ため,0,0.370887160150767,1,2.2,0,"",0,0.277184069156647
ただし以下,0,0.579852578747718,2,7.3,0,"",0,0.474053353071213
ただし以下,0,0.423292819825045,2,7.3,0,"",0,0.474053353071213
それらすべて,0,0.29390305250668,1,6.6,0,"",0,0.436035484075546
それぞれ個別,0,0.501450399314224,1,8.4,0,"",1,0.507396697998047
それぞれ2個,0,0.314184280255638,1,7.4,0,"",0,0.467601478099823
その時間帯,0,0.43770500770406,1,8.2,0,"",0,0.499428987503052
その他不測,0,0.168508279893202,1,8.2,0,"",0,0.499428987503052
その他,0,0.540385362120634,1,4.2,1,"",0,0.359701335430145
する,0,0.409212873038356,27,2.2,0,"",1,0.532247722148895
する,0,0.373990523266014,27,2.2,0,"",1,0.532247722148895
する,0,0.366897750490471,27,2.2,0,"",1,0.532247722148895
する,0,0.329887263481913,27,2.2,0,"",1,0.532247722148895
する,0,0.247009036078808,27,2.2,0,"",1,0.532247722148895
する,0,0.234016835928604,27,2.2,0,"",1,0.532247722148895
する,0,0.231603165392826,27,2.2,0,"",1,0.532247722148895
する,0,0.22757796169902,27,2.2,0,"",1,0.532247722148895
する,0,0.227006970561239,27,2.2,0,"",1,0.532247722148895
する,0,0.21105923099435,27,2.2,0,"",1,0.532247722148895
する,0,0.209912292166183,27,2.2,0,"",1,0.532247722148895
する,0,0.206428268436754,27,2.2,0,"",1,0.532247722148895
する,0,0.205947228069676,27,2.2,0,"",1,0.532247722148895
する,0,0.203428272127753,27,2.2,0,"",1,0.532247722148895
する,0,0.196211124789608,27,2.2,0,"",1,0.532247722148895
する,0,0.188728495447905,27,2.2,0,"",1,0.532247722148895
する,0,0.172184907070915,27,2.2,0,"",1,0.532247722148895
する,0,0.161174387877888,27,2.2,0,"",1,0.532247722148895
する,0,0.160460611787526,27,2.2,0,"",1,0.532247722148895
する,0,0.148670368192349,27,2.2,0,"",1,0.532247722148895
する,0,0.148084622773634,27,2.2,0,"",1,0.532247722148895
する,0,0.144195782659359,27,2.2,0,"",1,0.532247722148895
する,0,0.140980835474994,27,2.2,0,"",1,0.532247722148895
する,0,0.134537906866686,27,2.2,0,"",1,0.532247722148895
する,0,0.117128962270454,27,2.2,0,"",1,0.532247722148895
する,0,0.116506889309338,27,2.2,0,"",1,0.532247722148895
する,0,0.0776008090433891,27,2.2,0,"",1,0.532247722148895
すべて,0,0.508161899012289,1,3.3,1,"",0,0.327373385429382
される,0,0.299387640534568,16,3.3,0,"",0,0.461157143115997
される,0,0.283640672660829,16,3.3,0,"",0,0.461157143115997
される,0,0.282076635184225,16,3.3,0,"",0,0.461157143115997
される,0,0.277289434602783,16,3.3,0,"",0,0.461157143115997
される,0,0.276229803337821,16,3.3,0,"",0,0.461157143115997
される,0,0.249797740830838,16,3.3,0,"",0,0.461157143115997
される,0,0.246218481319981,16,3.3,0,"",0,0.461157143115997
される,0,0.227558205412438,16,3.3,0,"",0,0.461157143115997
される,0,0.226488045607903,16,3.3,0,"",0,0.461157143115997
される,0,0.192427163682095,16,3.3,0,"",0,0.461157143115997
される,0,0.183143625155051,16,3.3,0,"",0,0.461157143115997
される,0,0.173054553517468,16,3.3,0,"",0,0.461157143115997
される,0,0.159673295380659,16,3.3,0,"",0,0.461157143115997
される,0,0.116868042156746,16,3.3,0,"",0,0.461157143115997
される,0,0.0947895318419533,16,3.3,0,"",0,0.461157143115997
される,0,0.0546180431281581,16,3.3,0,"",0,0.461157143115997
され,0,0.473833619816727,12,2.2,16,"",1,0.625042140483856
され,0,0.287544423302537,12,2.2,16,"",1,0.625042140483856
され,0,0.284942215297181,12,2.2,16,"",1,0.625042140483856
され,0,0.284243711987765,12,2.2,16,"",1,0.625042140483856
され,0,0.268346300259281,12,2.2,16,"",1,0.625042140483856
され,0,0.26723234452844,12,2.2,16,"",1,0.625042140483856
され,0,0.205002998900269,12,2.2,16,"",1,0.625042140483856
され,0,0.194339262089045,12,2.2,16,"",1,0.625042140483856
され,0,0.189925357431591,12,2.2,16,"",1,0.625042140483856
され,0,0.171974598212454,12,2.2,16,"",1,0.625042140483856
され,0,0.164254718655234,12,2.2,16,"",1,0.625042140483856
され,0,0.159694824661736,12,2.2,16,"",1,0.625042140483856
させ,0,0.255526811388178,2,2.2,0,"",0,0.285642921924591
させ,0,0.253466879613994,2,2.2,0,"",0,0.285642921924591
これら,0,0.266059518363568,1,3.3,0,"",0,0.313636749982834
この順に通過,0,0.204909681527783,1,9.3,0,"",1,0.543146789073944
この様子,0,0.666354769334292,1,6.2,0,"",0,0.42042875289917
この上限,0,0.676213015894984,1,6.2,0,"",0,0.42042875289917
こと,0,0.372638502368624,17,2.2,0,"",0,0.428211003541946
こと,0,0.329225762172501,17,2.2,0,"",0,0.428211003541946
こと,0,0.311731089876783,17,2.2,0,"",0,0.428211003541946
こと,0,0.271529681557589,17,2.2,0,"",0,0.428211003541946
こと,0,0.249754371995453,17,2.2,0,"",0,0.428211003541946
こと,0,0.244609035027841,17,2.2,0,"",0,0.428211003541946
こと,0,0.238491145556961,17,2.2,0,"",0,0.428211003541946
こと,0,0.223670505440674,17,2.2,0,"",0,0.428211003541946
こと,0,0.219428568886166,17,2.2,0,"",0,0.428211003541946
こと,0,0.202642076340058,17,2.2,0,"",0,0.428211003541946
こと,0,0.19193163414094,17,2.2,0,"",0,0.428211003541946
こと,0,0.153474574203148,17,2.2,0,"",0,0.428211003541946
こと,0,0.152237337491224,17,2.2,0,"",0,0.428211003541946
こと,0,0.147727368773094,17,2.2,0,"",0,0.428211003541946
こと,0,0.140101379917264,17,2.2,0,"",0,0.428211003541946
こと,0,0.139357300241562,17,2.2,0,"",0,0.428211003541946
こと,0,0.112871838567592,17,2.2,0,"",0,0.428211003541946
おり,0,0.270186138847155,3,2.2,0,"",0,0.294254839420319
おり,0,0.239092976742517,3,2.2,0,"",0,0.294254839420319
おり,0,0.228360176651021,3,2.2,0,"",0,0.294254839420319
および黒線,0,0.430551021781083,1,7.3,0,"",0,0.463636249303818
および構成要素,0,0.454648745609735,1,11.3,0,"",1,0.62051784992218
および数字カード,0,0.307640776088398,1,10.9,0,"",1,0.605396151542664
および中間ゲート2,0,0.348436337407365,1,11.9,0,"",1,0.642760455608368
およびゴールゲート,0,0.292145810668818,1,10.5,0,"",1,0.590070068836212
および6,0,0.3678802777905,1,4.3,0,"",0,0.348916172981262
うち1,0,0.491056429029563,1,3.2,0,"",0,0.31021636724472
いる,0,0.503365646595468,13,2.2,2,"",0,0.418163150548935
いる,0,0.499307759738817,13,2.2,2,"",0,0.418163150548935
いる,0,0.311552173424892,13,2.2,2,"",0,0.418163150548935
いる,0,0.304377073183937,13,2.2,2,"",0,0.418163150548935
いる,0,0.274499696839763,13,2.2,2,"",0,0.418163150548935
いる,0,0.202821420670668,13,2.2,2,"",0,0.418163150548935
いる,0,0.19997244745184,13,2.2,2,"",0,0.418163150548935
いる,0,0.19441439363421,13,2.2,2,"",0,0.418163150548935
いる,0,0.188563033718055,13,2.2,2,"",0,0.418163150548935
いる,0,0.175933549518503,13,2.2,2,"",0,0.418163150548935
いる,0,0.167754527926792,13,2.2,2,"",0,0.418163150548935
いる,0,0.160224085848519,13,2.2,2,"",0,0.418163150548935
いる,0,0.125113921755961,13,2.2,2,"",0,0.418163150548935
いずれ,0,0.351894583858037,6,3.3,0,"",0,0.360312193632126
いずれ,0,0.330345029106021,6,3.3,0,"",0,0.360312193632126
いずれ,0,0.323351560037239,6,3.3,0,"",0,0.360312193632126
いずれ,0,0.280559554702511,6,3.3,0,"",0,0.360312193632126
いずれ,0,0.239212220479472,6,3.3,0,"",0,0.360312193632126
いずれ,0,0.232930284776752,6,3.3,0,"",0,0.360312193632126
ある,0,0.513829372227827,4,2.2,0,"",0,0.303016275167465
ある,0,0.351863024622788,4,2.2,0,"",0,0.303016275167465
ある,0,0.269864434776599,4,2.2,0,"",0,0.303016275167465
ある,0,0.248793808998867,4,2.2,0,"",0,0.303016275167465
あり,0,0.314184280255638,1,2.2,0,"",0,0.277184069156647
rコース,0,0.629726193189224,5,5,0,"",0,0.41461443901062
rコース,0,0.249345264031659,5,5,0,"",0,0.41461443901062
rコース,0,0.244094311993795,5,5,0,"",0,0.41461443901062
rコース,0,0.21529584832675,5,5,0,"",0,0.41461443901062
rコース,0,0.0752892840416649,5,5,0,"",0,0.41461443901062
lコース,0,0.647477286895715,4,5,0,"",0,0.404498934745789
lコース,0,0.255826770339469,4,5,0,"",0,0.404498934745789
lコース,0,0.22564410081923,4,5,0,"",0,0.404498934745789
lコース,0,0.078908083601881,4,5,0,"",0,0.404498934745789
goal,0,0.292145810668818,1,5.6,0,"",0,0.397322833538055
gate2,0,0.292145810668818,1,6.6,0,"",0,0.436035484075546
gate1,0,0.292145810668818,1,6.6,0,"",0,0.436035484075546
6個,0,0.277651159209307,1,3,0,"",0,0.303437680006027
5種類,0,0.314184280255638,1,5,0,"",0,0.374665886163712
26,0,0.0970950306411912,1,2,0,"",0,0.270843774080276
1回,0,0.42951183953101,2,3,0,"",0,0.312351524829865
1回,0,0.294909062884578,2,3,0,"",0,0.312351524829865
120秒経過後,0,0.168508279893202,1,11,0,"",1,0.609196782112122
120秒,0,0.614840000645507,3,5,1,"",0,0.409627854824066
120秒,0,0.384738578141146,3,5,1,"",0,0.409627854824066
120秒,0,0.144631474943091,3,5,1,"",0,0.409627854824066
11,0,0.254342708551327,1,2,0,"",0,0.270843774080276
10,0,0.129336704852412,1,2,1,"",0,0.283480286598206
0版,0,0.233261170895678,2,3,0,"",0,0.312351524829865
0版,0,0.0890471783701456,2,3,0,"",0,0.312351524829865
